Username,Number of Followers,Tweet ID,Tweet,noise,Timestamp (UTC),Language,Retweets,Favorites,Sentiment
ask_for_liz,95,6.5756577E+017,Know someone looking for a New or Pre-Owned car? #Deerfieldbeach #Toyota has what you need and i would love to help.#askforliz #coralsprings,1,10/23/2015  2:34 PM,en,0,0,0.6369
R_Adams_Search,295,6.5751759E+017,Fueled by the Future | Back to the Future | Presented by Toyota Mirai https://t.co/xv5Wr72kd8 Love this Energy from Waste ad from @Toyota!,1,10/23/2015 11:23 AM,en,1,1,0.6208
CollinsFabien,1430,6.5750791E+017,Am still in love with you 2015 Toyota Land Cruiser V8 with i-FORCE 5.7L V-8 381hp engine. https://t.co/MHhYYn8AoH,,10/23/2015 10:44 AM,en,0,1,0.6369
KarennBabyy,128,6.5744047E+017,To the guy with the 2013 Black Toyota Camry with the weed sticker on the back.. Can you please stop leaving me love notes on my car. Thanks!,1,10/23/2015  6:16 AM,en,0,1,0.8172
10kArLcRockets,838,6.5743506E+017,Love the idea of putting the whole squad on the facade of Toyota!  https://t.co/iOZsiidoX8,1,10/23/2015  5:55 AM,en,0,0,0.6696
BrandonScourtas,330,6.5739277E+017,Toyota with an awesome commercial! Love it!  https://t.co/jmBg0JHGgN,,10/23/2015  3:07 AM,en,0,0,0.8715
mia_tortillaa,446,6.5738998E+017,"@jeremyrules2016 2008 Toyota Yaris! It's super cute and small, I love it.",,10/23/2015  2:55 AM,en,1,1,0.908
idk_aylee,550,6.5736692E+017,i love michael j. fox fight me https://t.co/yQMl1Pkiy5,1,10/23/2015  1:24 AM,en,0,0,0.3818
AuthorJJohnston,5,6.5734887E+017,they also love their Toyota's! uh-oh maybe my hero should drive a Prius...,1,10/23/2015 12:12 AM,en,0,0,0.8439
AutoGuide,67634,6.5734829E+017,#Toyota S-FR Concept Previews a Baby FR-S. Love it or hate it? https://t.co/4njEl0ttEH https://t.co/QfWDJLtHWF,1,10/23/2015 12:10 AM,en,6,7,0.128
MarkDuplass,232639,6.5734652E+017,"Fact: @jonlajoiecomedy drives a really dirty, bashed up Toyota Camry from the early 2000's. I love him so much for this.",1,10/23/2015 12:03 AM,en,53,250,0.2516
amciglobal,856,6.5734571E+017,"Toyota, Ford and BMW all embrace Back to the Future Day https://t.co/uPPA0NDacz #BTTF",1,10/23/2015 12:00 AM,en,0,0,0.3182
sian_i_am,467,6.5733253E+017,I'm gonna nerd double down and say I love this #BackToTheFuture #biogas @Toyota  https://t.co/1vEB673320,,10/22/2015 11:07 PM,en,0,1,0.4588
Karansharma2688,11,6.5732502E+017,Love the Mirai @toyota,,10/22/2015 10:37 PM,en,0,1,0.6369
snoflke,74,6.5731682E+017,🚘 little blue car ❄️SNOFLKE❄️ #mycar #snoflke #matrix #toyota #love #blue #sky #cornfeild #followme https://t.co/IXiFLZ1Uej,1,10/22/2015 10:05 PM,en,0,0,0
JoeOlejniczak,327,6.57316E+017,The one car I'm finally happy to own. Love this thing! #toyotacorollasplus #toyota #corolla #2016 @… https://t.co/h7qUjUSSnb,,10/22/2015 10:02 PM,en,0,0,0.8478
NiceConundrum,1079,6.5731408E+017,Thanks for sharing! Love my #Toyota @realmikefox https://t.co/l0Ka9nyZSG,1,10/22/2015  9:54 PM,en,0,1,0.8805
johnthepayne,55,6.5731285E+017,#tacoma gets a little love from motorcycle world. Backmarker: Toyota’s Amazing Motorcycle Ad https://t.co/LyT3wHOPuL,1,10/22/2015  9:49 PM,en,0,1,0.8275
Erika1Romero,1081,6.5728199E+017,#2016WickedTacoma in full 4X4 mode love the new @Toyota Tacoma https://t.co/FrSzGDdWoh,,10/22/2015  7:46 PM,en,0,2,0.6369
MF3419,1027,6.572745E+017,@zbindendesign heres some truck love for your other followers.. #TUNDRA #TRD #400hp #ToyotaNation #5.7L @Toyota https://t.co/5MyVI7zbBx,1,10/22/2015  7:17 PM,en,0,2,0.6369
PrestigeDiesels,11409,6.5726642E+017,@designmoteur The Toyota 2000 Gt is third on my list.. Just love them :-) @Speedhunters @ThierryLeBras2,1,10/22/2015  6:44 PM,en,0,0,0.8225
KillaMitchy,335,6.5725977E+017,"@estefany_arlene everyone's telling me a Honda, Nissan or Toyota but idk I haven't fell in love with one yet",1,10/22/2015  6:18 PM,en,0,0,-0.7312
Rodge_FS,176,6.5725862E+017,I love you guys! https://t.co/qtvHdRNGIw,1,10/22/2015  6:14 PM,en,0,0,0.6696
AnIceCreamCone,814,6.572485E+017,Love to find pics of me! (not my pic) #Cruiser ❤👌 #GoodPeople #IceCream #Mine #LoveIt #NelkiNa #INeededThis #Stressed #Toyota #GoodMusi,1,10/22/2015  5:33 PM,en,0,0,0.6696
DSplus,234,6.572438E+017,They like us! (Maybe they even love us.) We’re a Certified Provider. https://t.co/15WffwkCLw https://t.co/7ZW3Lgqrao,1,10/22/2015  5:15 PM,en,0,0,0.7901
kazbrecher,612,6.5723308E+017,Love @Toyota commitment to reduce emissions by 90% by 2050! #motm2015 #BackToTheFuture https://t.co/QJDCMJ6OCp,,10/22/2015  4:32 PM,en,5,4,0.7959
phattyhales,40,6.572179E+017,Love our new car! #Subaru #brz #toyota #gt86 #scion #frs #utahlake https://t.co/o2G4PAG6gp,1,10/22/2015  3:32 PM,en,0,0,0.6696
CarverToyScion,121,6.5721316E+017,We love this 2016 #Tacoma that @Toyota modeled after the one from #BacktotheFuture. Take a look- https://t.co/oLkaxXzhFn,,10/22/2015  3:13 PM,en,0,1,0.6369
gregisalunatic,47,6.5720499E+017,"Would love to know what this cost Toyota, haha. Might also surprise people to know I'm 100% supportive https://t.co/Y2mVNkAFvV",1,10/22/2015  2:40 PM,en,0,0,0.8885
carlot831,1453,6.5720491E+017,"2007 Toyota 4Runner Wagon, perfect for families who love to travel! get it for only $12,999! #Used #Car #Sales... https://t.co/97DKWs6swi",1,10/22/2015  2:40 PM,en,0,1,0.8585
DebsJRiccio,310,6.5719914E+017,Love this: Michael J. Fox &amp,1, Christopher Lloyd Go ‘Back To The Future’ In Full Toyota Commercial https://t.co/cvqzajPFVw via @Hollyw,10/22/2015  2:17 PM,en,0,0
miyuru007,103,6.5718227E+017,"2015 BMW X6 M vs. 2016 Mercedes-AMG GLE63 S Coupe - I love big SUVs. Not the ""Mudalali type"", ugly Toyota LandCrui… https://t.co/9HsPjsRUh",1,10/22/2015  1:10 PM,en,1,0,0.2263
CortinyCureton,15,6.5717734E+017,@blakeshelton when are you coming to Wenatchee wa Mr. Blake we would love to have you at the town Toyota center .... That is all :),1,10/22/2015 12:51 PM,en,0,0,0.802
tharindu_kaveen,50,6.5717248E+017,Yamn ymn. 😍😍 Toyota land cruiser Shara v8 😘 love you so much babe 😍 need to ride 😍 https://t.co/9YmiDddlMP,,10/22/2015 12:31 PM,en,0,1,0.6369
planeshooter15,145,6.5716645E+017,@AdmarkUK @PrestigeDiesels @Toyota @jeffylew Love it!,1,10/22/2015 12:07 PM,en,0,2,0.6696
alexmed2002,108,6.5715293E+017,@BlackPanthaaYT I'm now in love with the 1999 Nissan skyline R34 and the 1997 Toyota supra 😍,1,10/22/2015 11:14 AM,en,0,1,0.6369
tallguypictures,45,6.5713781E+017,@Toyota Fuelled by Bullsh*t is so good! Brave advertising still exists. I doff my cap! Would love to work on something similar in the UK!,,10/22/2015 10:13 AM,en,0,0,0.9259
evoMatthew,930,6.5711996E+017,"As much as I know it would be disappointing, I'd love to try one of these: https://t.co/FjADhWIhUu https://t.co/ai9rRmPmNe",1,10/22/2015  9:03 AM,en,0,0,0.25
1bettercallpaul,141,6.5711316E+017,This is why I love toyota. The humor 😂 @toyotamarin 🎃 https://t.co/oFePNTg71N,,10/22/2015  8:35 AM,en,0,0,0.743
SunshadowAvR,2,6.5710149E+017,"@MayorofLondon..@ToyotaGB ..you just love Toyota for having kept the Previa for so long, I dnt blame u, they make reliable card",,10/22/2015  7:49 AM,en,0,0,0.3687
NikkiBarua,221,6.5708072E+017,Love my friends @SCMSDC and @Toyota. Your support helped @beyond_curious win National Supplier of the Year! https://t.co/wmtyaM6puu,1,10/22/2015  6:27 AM,en,0,1,0.9336
sanMIGOLight,321,6.5705784E+017,"Toyota's masterpiece, the 2000 GT. Love how the Japanese created a legacy in the automobile industry.… https://t.co/PeHAZNXZMu",,10/22/2015  4:56 AM,en,0,0,0.9206
Josephv_27,405,6.5705098E+017,I think I'm in love! 😍 https://t.co/Xm45jxZmye,1,10/22/2015  4:28 AM,en,2,0,0.6696
HelloVancity,9473,6.5704159E+017,"Love the Blue Streak colour way, only available on special edition models #BoldNewCamry #Toyota @ToyotaCanada https://t.co/fKaO2ikHa2",,10/22/2015  3:51 AM,en,2,1,0.7845
BTBTB_25,1298,6.5704117E+017,@joeymcintyre ha!! Love it. Did you see the Toyota Ad with him and MJF? It's long but was cool.,1,10/22/2015  3:49 AM,en,0,0,0.7804
ann_m_stone,539,6.5703967E+017,love it! https://t.co/E3aipWiXYc,1,10/22/2015  3:43 AM,en,0,0,0.6696
alldailyvideos,312,6.5703594E+017,5 Reasons I LOVE the 2016 Toyota Tacoma! https://t.co/NYhtiAgayE #Reasons #LOVE #the #2016 #Toyota #Tacoma,,10/22/2015  3:29 AM,en,0,0,0.7371
RickZich,44,6.5703164E+017,I love those KC HiLites!  Toyota reincarnates Marty McFly’s dream truck for Back to the Future Day https://t.co/V2jZAsk9HB via @YahooFinan,1,10/22/2015  3:12 AM,en,0,0,0.7574
limon_con_sal17,737,6.570305E+017,I LOVE THIS SO MUCH ! https://t.co/a8SByhafIC,1,10/22/2015  3:07 AM,en,1,0,0.7371
mellenbog3n,854,6.5702917E+017,Here Is @Toyota's Full 5-Minute Spot With Marty McFly and Doc Brown Back to the Future stars learn to love the Mirai https://t.co/VNxOxrA20t,1,10/22/2015  3:02 AM,en,0,1,0.6369
TimiKomo,899,6.5701993E+017,Love it &gt,1,&gt, Ad of the Day: Here Is Toyota's Full 5-Minute Spot With Marty McFly and Doc Brown https://t.co/ThfQ2XkurW,10/22/2015  2:25 AM,en,0
kyle_sprouse,354,6.5701816E+017,I love everything except the fact it has drum brakes on the rear.... Come on Toyota! https://t.co/8urds6UQuC,,10/22/2015  2:18 AM,en,0,0,0.6696
NoNonsenseMofo,1509,6.5701776E+017,I love it!  https://t.co/DtfZX8AtwC,1,10/22/2015  2:16 AM,en,0,1,0.6696
brettconner_,171,6.5701683E+017,#GreatScott @Srdiv4 spread the love https://t.co/r8XtmvhVJK,1,10/22/2015  2:13 AM,en,0,0,0.6369
athenamenezes,302,6.5701657E+017,ITS THE POWER OF LOVE ❤️❤️❤️❤️❤️ https://t.co/eMp0NJZeyS  @Toyota sua linda #BTTFDAY,1,10/22/2015  2:12 AM,en,0,0,0.7125
JenAndSustain,180,6.5701526E+017,"LOVE this! Back to the Future, #innovation and sustainability! What could be better? https://t.co/MNqDm0gDFA #BTTF https://t.co/XzMc4fGqCy",1,10/22/2015  2:06 AM,en,0,1,0.8561
Inspiretim,775,6.5701028E+017,@toyota love your film though very creative and funny:) https://t.co/5jKgWhPtUr check out the happy prius journey https://t.co/jHDh7VPZ7x,,10/22/2015  1:47 AM,en,0,0,0.902
mokshjuneja,4085,6.5700753E+017,"""Toyota's Beautiful Inside-Out KIKAI Concept Car"" #design love to take test drive of this car  https://t.co/nJwjuIWFcm",,10/22/2015  1:36 AM,en,0,0,0.8442
EvenKeeld,172,6.5700525E+017,Delorean's are cool but I still love that Toyota Marty got. Sweet ass truck.,1,10/22/2015  1:27 AM,en,0,1,0.7717
Masked_Demon,1572,6.5700058E+017,I love how he wants a 4x4 toyota.,1,10/22/2015  1:08 AM,en,0,0,0.6369
BrooklynViro,130,6.5700005E+017,Amazing! I love this!!!  https://t.co/By8UXieZaI,1,10/22/2015  1:06 AM,en,0,1,0.8798
pnkheelspnktrk,5686,6.5699319E+017,Sharing the Toyota love on Ep 002 of #BOSSGIRLCREATIVE Podcast https://t.co/lTDeiROEhc #bossgirl #bossbabe,1,10/22/2015 12:39 AM,en,0,1,0.7906
ChristianLongs2,791,6.5699035E+017,@Toyota I love #BackToTheFuture @Toyota,1,10/22/2015 12:28 AM,en,0,1,0.6369
Meinnocenthaha,23,6.5699015E+017,i LOVE my Toyota! https://t.co/LN3l0BfhX5,,10/22/2015 12:27 AM,en,0,1,0.7371
eddiethelazor,182,6.5698913E+017,Still in love with Marthy's Toyota Truck from 1985 #BackToTheFuture #RealFutureDay.,1,10/22/2015 12:23 AM,en,0,0,0.6369
brookeG105,7693,6.5698851E+017,@TwinToo72 @Toyota love it!!,1,10/22/2015 12:20 AM,en,0,1,0.6988
Zack_Love_,78,6.569869E+017,Toyota builds a Back to the Future car https://t.co/A6y8JbIsge,1,10/22/2015 12:14 AM,en,0,0,0
stanyee,3454,6.5698686E+017,Japan's biggest parking co expanding into short-term rentals w fleet of Toyota EVs https://t.co/QehZBB9Z82 https://t.co/blK6owmR88,1,10/22/2015 12:14 AM,en,0,0,0
love_aliaa,317,6.5698303E+017,https://t.co/fU38Rghdrt Toyota FJ Cruiser 07-12 4D Outside Mount Windows Visor Sun Guard Top Sunroof 5pc … https://t.co/uWqLqgiEk7,1,10/21/2015 11:58 PM,en,0,0,0.2023
Penguins_71,142,6.5697972E+017,"@tiffaneylee34 @CoryBertling7 LOL Toyota is so advanced, they have jobs that you don't even know how to do it. I love my Corolla BTW!",,10/21/2015 11:45 PM,en,0,1,0.892
sarahertzz,193,6.5697672E+017,@Toyota I'm CRYING THIS IS THE CUTEST BEST THING IVE EVER SEEN I LOVE TOYOTA,,10/21/2015 11:33 PM,en,0,1,0.9112
Jackie256374888,1999,6.5697635E+017,Happy Back to the Future day! I love all the festivities. https://t.co/nsuP9F6Jj9,1,10/21/2015 11:32 PM,en,0,0,0.906
NikitaGylander,313,6.5697585E+017,@elonmusk would love option for my car to read my text messages to me or offer quick replies options like Toyota Rav4 does,1,10/21/2015 11:30 PM,en,0,1,0.7717
englandfanatic,579,6.5697463E+017,@CatherineMcNair @Toyota LOVE IT! #iheartgullwingdoors,,10/21/2015 11:25 PM,en,0,0,0.7371
rockchik2022,110,6.5697126E+017,@toyota But I want one! :(  I love Back to the Future. https://t.co/gRzqcKaFU5,1,10/21/2015 11:12 PM,en,0,0,0.4389
CI_Pratt,112,6.5697009E+017,Guess what car brand we love? @Toyota #Toyota #BRANDLOYALTY #quality #workcar #familycar #everydaycar https://t.co/TLHoVrv1cv,1,10/21/2015 11:07 PM,en,0,1,0.6369
sarah_alxndr,269,6.5696604E+017,@Toyota love it! #defyingboundaries,,10/21/2015 10:51 PM,en,0,1,0.6696
nanmossey,142,6.5696008E+017,Love Toyota's homage to Back to the Future. https://t.co/UrUXhI0Orz. Supports their promise on Thursday to go 100% Hydrogen by 2050. Own it!,,10/21/2015 10:27 PM,en,0,0,0.8516
FayLaybourne,123,6.5695514E+017,Love it #Toyota #BackToFutureDay  https://t.co/UhbRKwq8hD,,10/21/2015 10:08 PM,en,0,0,0.6369
HENNYHUNNIES,474,6.5695366E+017,I don't like the car but I did love the commercial 😩 Great Scott! https://t.co/wtQ3jVJdi3,,10/21/2015 10:02 PM,en,0,0,0.9215
NicoletJade,91,6.5695011E+017,@Toyota awesome !!! I love it !!! I want one !!!!,,10/21/2015  9:48 PM,en,0,0,0.8949
GringoLingoTV,1692,6.5694951E+017,"#BackToFutureDay I drive the modern version of Marty's 1985 Toyota, love Eastwood, play guitar &amp; distrust Libyans... https://t.co/M3aw78",1,10/21/2015  9:45 PM,en,0,1,0.5859
druh_ew,482,6.5694917E+017,"I LOVE LIFE CAUSE BACK TO THE FUTURE IS TAKING OVER TODAY WITH SELF LACING SHOWS, PEPSI PERFECT, AND MARTY'S TOYOTA TACOMA BEING RECREATED",1,10/21/2015  9:44 PM,en,0,3,0.836
hollywookiee,573,6.5694688E+017,@Toyota yep! I love it!!! One of my favorite movies and this is a BEAUTIFUL new Tacoma!!!,1,10/21/2015  9:35 PM,en,0,1,0.9451
Kempton,631,6.5694578E+017,Love good ads. @realmikefox Christopher Lloyd #BTTF ad @Toyota is pretty cool. Agency info: https://t.co/UO4RteiENj https://t.co/2O1SaVXyYC,,10/21/2015  9:30 PM,en,0,1,0.9118
mdfield,974,6.5694542E+017,"I love the #BackToTheFuture trilogy like the next geek, but not enough to watch a 5 minute #Toyota commercial.",,10/21/2015  9:29 PM,en,0,0,0.4497
ajaynes,540,6.5694383E+017,@Toyota - your marketing folks are so cool and smart. Love this! #Mirai #marketing #STEM #branding  https://t.co/lRZrEYHqC3,,10/21/2015  9:23 PM,en,0,3,0.8872
yuriko18837544,706,6.5694378E+017,#KCA #VoteJKT48ID jonkhicks: Toyota I would love to get one of these! #BTTF,1,10/21/2015  9:22 PM,en,0,0,0.6696
parlerfranglais,217,6.5694144E+017,"I love coming to @Toyota of Vineland and having Young Ray Liotta wait on me. He's so nice and looks just like, well, a young Ray Liotta. �",,10/21/2015  9:13 PM,en,0,1,0.9084
clightfilms,298,6.569413E+017,Impressive. Nice work @Toyota Love the video! https://t.co/tFLMW3y19B,,10/21/2015  9:13 PM,en,0,1,0.8908
DannyJoyce84,1630,6.5694027E+017,"Love this!! Advertising done right, kudos @Toyota! #BackToTheFutureDay https://t.co/AZ9GDOURwA",,10/21/2015  9:09 PM,en,0,1,0.8547
DiamondPeethro,944,6.5693707E+017,I LOVE THIS!!!💘 https://t.co/cgnJnJoSpg,1,10/21/2015  8:56 PM,en,0,0,0.7788
sammyjrux,76,6.5693536E+017,Love😍 https://t.co/P7BQBP5rUq,1,10/21/2015  8:49 PM,en,0,0,0
kidsis,4891,6.5693488E+017,Toyota made a garbage-fueled car inspired by Back to the Future!!! Love it!!!  Maybe now we can HAVE a future!!! https://t.co/IoYwFg05lW,,10/21/2015  8:47 PM,en,0,0,0.8614
AmyCapitola,144,6.5693442E+017,Yep...I love advertising minds... https://t.co/U7iKa9hJO0,1,10/21/2015  8:45 PM,en,0,0,0.6369
CBNerd,1495,6.569283E+017,"I love seeing these two, together again. https://t.co/zTqzcQUBq1",1,10/21/2015  8:21 PM,en,0,0,0.6369
alicia_annA1,1408,6.5692725E+017,LOVE LOVE THIS 😭😍❤️ https://t.co/uY1A1cJnNJ,1,10/21/2015  8:17 PM,en,0,1,0.8971
bill_15_2014,30,6.5692582E+017,"@ToyotaGB Thanks! Are there any northern factories? Would love to work for Toyota, my dads had one for years now 😄😄",1,10/21/2015  8:11 PM,en,0,0,0.8122
TaffyRoman,1530,6.5692559E+017,This is freaking awesome! @JayceeRoman you will especially love this. #GreatScott #ONEPOINTTWENTYONEJIGAWATTS  https://t.co/6Rw4jFm4yA,1,10/21/2015  8:10 PM,en,0,1,0.7955
RoMona_Styles,108,6.5692459E+017,Omg I'm so n love. 😍🙌🏽❤️💯😂 https://t.co/1WN1VlSLap,1,10/21/2015  8:06 PM,en,0,0,0.7481
SpiritCath_Ryan,2672,6.5692358E+017,This car looks pretty sweet. Love to see what fuel cells will do in the next 10 years. https://t.co/0vIiVJZAzp,1,10/21/2015  8:02 PM,en,0,0,0.886
__megara,885,6.5692301E+017,I love this so much  https://t.co/3F8O8HmHvg,1,10/21/2015  8:00 PM,en,0,0,0.6369
lizmack3434,72,6.569226E+017,I am speechless... Too cute I love it I what one. https://t.co/x96rprI75n,1,10/21/2015  7:58 PM,en,0,1,0.802
KVILMike,318,6.5692248E+017,"Love...love...LOVE this!  Way to go, @Toyota! #BackToTheFuture #BackToFutureDay https://t.co/wRud2h7VFF",,10/21/2015  7:58 PM,en,0,1,0
ChampBeatsChump,212,6.5692229E+017,@Toyota The Mirai,1, i love it! Lets clean up the earth! Now something that withdraws hydrocarbons from the atmosphere!,10/21/2015  7:57 PM,en,0,0
AntBarr312,655,6.5692206E+017,I love that it's only $30 to fill up my tank up from bottom to top.🙌🏽 #Toyota,1,10/21/2015  7:56 PM,en,0,3,0.6369
itsgonnacostaya,764,6.5692126E+017,@Toyota what a great marketing advertisement! Love 💙🚙,,10/21/2015  7:53 PM,en,0,0,0.8622
Love_Lustx3,216,6.5692062E+017,Pretty cool  https://t.co/cfdo80sH4n,1,10/21/2015  7:50 PM,en,0,0,0.6705
ShopBubbleBags,623,6.5691916E+017,It's #BackToTheFuture day and we love this video of Toyota: Trash as fuel? Yes! → https://t.co/AFgly24fcy https://t.co/ody8idHShN,,10/21/2015  7:45 PM,en,0,0,0.8016
wdw_ben,857,6.569185E+017,"@jefflipack I love the Ducks. But they're just as guilty as Toyota, or Nike, or Game of Thrones.",1,10/21/2015  7:42 PM,en,0,1,0.34
MauraL33,394,6.5691698E+017,LOVE: Ad of the Day: Here Is Toyota's Full 5-Minute Spot With Marty McFly and Doc Brown https://t.co/4wVQDrW2Bp,,10/21/2015  7:36 PM,en,0,0,0.7125
mattborck,100,6.5691625E+017,@ToyotaCanada Thx for the retweet - love #Toyota !!,1,10/21/2015  7:33 PM,en,0,0,0.8065
CalgaryUrban,19,6.5691192E+017,"Love this article! Are we as ""Clean"" as they predicted we would be in #BacktotheFuture? https://t.co/uDdPfWE4GE #Energy #Efficient",1,10/21/2015  7:16 PM,en,0,0,0.6696
SanMateoCIO,1118,6.5691143E+017,Toyota Mirai US launch!  Drives great  and love the Power on Demand option. #BTTF2015  #BTTF  #motm2015 #Mirai https://t.co/6hUciRne0x,1,10/21/2015  7:14 PM,en,0,0,0.8439
SilversidX,59,6.5691136E+017,The last bit of Back to the Future geekery for the day. Great job by Toyota! Would love to see this take off.... https://t.co/L9BQgqjYK6,,10/21/2015  7:14 PM,en,0,0,0.8622
alawton77,415,6.5690934E+017,Lucy Dory Lawton this is why I love picks ups !! Can I have one https://t.co/2vNQEClyPQ,1,10/21/2015  7:06 PM,en,0,0,0.6988
AverageGeekShow,368,6.5690799E+017,Little bit old. Little bit new. LOVE IT! https://t.co/bjYWoHoqdE,1,10/21/2015  7:00 PM,en,0,0,0.715
_love_evolve,115,6.5690731E+017,Toyota reincarnates Marty McFly’s dream truck for Back to the Future Day https://t.co/izMsydqlA6 via @DigitalTrends,1,10/21/2015  6:58 PM,en,0,0,0.25
DealerDOCX,37,6.5690711E+017,Doc Brown drove in the clouds in Part II &amp,1, so do we! Love this throwback from @Toyota https://t.co/xUYS7ohrC5 #BackToTheFutureDay,10/21/2015  6:57 PM,en,0,1
Leilani_V0127,9,6.5690677E+017,@ManonMathews @Toyota i love you manon,1,10/21/2015  6:55 PM,en,0,0,0.6369
theiloveyouman,127,6.5690492E+017,"Platinum, people. Platinum. Here comes hydrogen fuel-cell technology. I love you! https://t.co/eQ9KuuBNBd",1,10/21/2015  6:48 PM,en,0,0,0.6696
byLaw,132,6.5689672E+017,Love seeing Doc and Marty back in action! Proud to be a #Toyota owner :) #BackToTheFutureDay #ToyotaMirai https://t.co/paBC5lbZio,,10/21/2015  6:15 PM,en,0,1,0.8908
calise13,604,6.5689637E+017,@INoahBro I love those v12 cts-v 's  Toyota really made a nice one. 👌 and those chevy charger heavendogs. God damn 👌👌,1,10/21/2015  6:14 PM,en,0,1,0.7703
MaryannHrichak,950,6.5689563E+017,Love Toyota &amp,1, my Prius C! https://t.co/7eJRJz5WVU,10/21/2015  6:11 PM,en,0,1
twop0intfive,214,6.5688951E+017,"The new ride. Verdict so far: love it. Wallet won't, but that's whatever. #car #carporn #toyota #suv… https://t.co/sFP7rnpM2S",1,10/21/2015  5:47 PM,en,0,0,0.4659
dannyboy414,346,6.5688629E+017,More #BackToFutureDay love. Toyota Hydrogen + Marty + Doc https://t.co/eEbcn0zBdh #futureTech #Oct21st2015,1,10/21/2015  5:34 PM,en,0,0,0.6682
khalidhakim,94,6.5688606E+017,"If you are a fan like me you will love this Toyota Ad. Back to the Future Oct. 21, 2015 Christopher Lloyd and Michae…https://t.co/hsYGfXBz",,10/21/2015  5:33 PM,en,0,0,0.8402
StateFarm,75052,6.5688512E+017,The power of trash (like love) is a curious thing. #BackToTheFuture Proud to offer insurance for the #ToyotaMirai! https://t.co/O2Qtp9aVNf,1,10/21/2015  5:29 PM,en,9,7,0.69
LukeCarra,1573,6.5688444E+017,"I love you, @Toyota. -- Fueled by the Future | Back to the Future | Presented by Toyota Mirai https://t.co/spxDjtK2ZH",,10/21/2015  5:27 PM,en,1,2,0.6369
COSMLCNlALL1D,110,6.5688384E+017,I actually love this 😂😂💗 https://t.co/9IEGSGKv0Y,1,10/21/2015  5:24 PM,en,0,0,0.6369
RielDeal,1881,6.5688365E+017,"@cesargamez @mashable Seriously. I love seeing everything that brands are doing, too. The Toyota spot is pretty spectacular!",1,10/21/2015  5:24 PM,en,0,0,0.7901
chica_yeahyeah,123,6.5687895E+017,@Toyota So many details on this video... I love it!!!,1,10/21/2015  5:05 PM,en,0,2,0.7249
OnrampEvents,355,6.5687773E+017,Do you love Back to the Future? You’re going to want to see @Toyota’s announcement today: https://t.co/gdiKqLkGwj #BTTF2015 #MartyMcFly,1,10/21/2015  5:00 PM,en,1,0,0.6705
ASBSmartBiz,925,6.5687773E+017,Toyota... I give you guys 2 HUGE THUMBS UP!!! This is too good!!! LOVE THIS!!! https://t.co/6eWkWCUpeV,,10/21/2015  5:00 PM,en,0,0,0.9191
shannon_patrick,318,6.5687542E+017,"I know it's a giant @Toyota ad, but it's clear that so much love went into making this: https://t.co/kAfR0C0B0C #GreatScott #BackToTheFuture",,10/21/2015  4:51 PM,en,1,3,0.8914
Steffi_G,4517,6.5687538E+017,How great it is this!? Well played @Toyota . So much love for @realmikefox and #ChristopherLloyd . https://t.co/W39ePVAdyy #BTTFDAY,,10/21/2015  4:51 PM,en,0,2,0.9242
laurenoake,720,6.5687341E+017,@WareTaliah my Toyota*😉 THANK YOU LOVE YOU 😈❤️,1,10/21/2015  4:43 PM,en,0,1,0.8468
nheymann,1632,6.568697E+017,"Happy Back to the Future Day to all the nerdy kids. Love, your friends at @droga5 and @Toyota. https://t.co/5op7WKlvQO",1,10/21/2015  4:28 PM,en,1,7,0.8957
kitboyerca,84,6.5686736E+017,Marty McFly's dream 4x4! Love this @Toyota #Tacoma. #BTTF2015 #BackToTheFuture https://t.co/24ToXRux1T,,10/21/2015  4:19 PM,en,0,1,0.7574
ask_for_liz,95,6.5686724E+017,Know someone looking to buy a New car? I would love to help #askforliz @ #Deerfieldbeach #Toyota . #boca #lasolas #weston #sawgrass #broward,1,10/21/2015  4:18 PM,en,1,0,0.7845
golfclubgirl,151,6.568653E+017,"the best one was hands down ""Longest Love Poem Written And Recited For a Newt While Sitting On The Back Seat Of A Toyota Prius""",1,10/21/2015  4:11 PM,en,0,1,0.8555
Admiralowen,744,6.5686287E+017,"I hate advertising, i love advertising- | Back to the Future | Presented by Toyota Mirai https://t.co/ICvOfiPqeh via @YouTube",,10/21/2015  4:01 PM,en,0,0,0.128
MelissaSpielman,227,6.5686075E+017,@Toyota Love this video. #Toyota,,10/21/2015  3:53 PM,en,0,3,0.6369
b_fearron,87,6.568593E+017,@Toyota funny funny i love you guys ps yodda in the house,1,10/21/2015  3:47 PM,en,0,0,0.875
coreankomarec,24,6.5685546E+017,Just saw the commercial - love this ad #toyota #playnow https://t.co/tHHkm88c2t,,10/21/2015  3:32 PM,en,0,0,0.6369
Lucitita,2407,6.5685523E+017,ITS THE POWER OF LOVE ❤️❤️❤️❤️❤️ https://t.co/EvuR3rPoHb @Toyota sua linda #BTTFDAY,1,10/21/2015  3:31 PM,en,1,0,0.7125
esvegana,4,6.5685396E+017,Omg I love you @toyota! Thank you. #toyotamirai #bttf,,10/21/2015  3:26 PM,en,0,1,0.7901
tundrahq,770,6.5685308E+017,"While, we love the Tundra, this photo gallery makes us a bit jealous of our Tacoma owning friends! https://t.co/QGwFl8OELJ",1,10/21/2015  3:22 PM,en,0,0,0.68
