Username,Number of Followers,Tweet ID,Tweet,noise,Timestamp (UTC),Language,Retweets,Favorites,Sentiment
salnews,5054,6.4604383E+017,Car Review: Do you love road trips? The Toyota Avalon XLE Touring Sport Edition is for for you http://t.co/3UeTyFK45V http://t.co/yAWK62obHE,1,9/21/2015  7:30 PM,en,0,0,0.6369
steaksause16,241,6.4603183E+017,"Toyota shop smells like grape white owls, I think ima love it here",,9/21/2015  6:42 PM,en,0,0,0.7717
cpelli,874,6.4602864E+017,Love the @Levy Twitter presentation at the Toyota Digital Learning Lab. Used one of clients as an example :),1,9/21/2015  6:30 PM,en,0,3,0.802
MrsGinaTaylor,1072,6.4602756E+017,"@Toyota pretty nice! Love the room in the back, since I have two children in car seats",,9/21/2015  6:25 PM,en,0,1,0.8883
mlifeordebt,1378,6.4601815E+017,"We really do love our @toyota #prius#v. After many hours, our three are getting rowdy on a roadtrip… https://t.co/IOLfjrpEIl",,9/21/2015  5:48 PM,en,0,1,0.6682
JenniferBushon1,46,6.4601743E+017,Our Director of Marketing spies sign at SeaTac. Love Toyota! #towntoyotacenter #toyota #townauto https://t.co/C513ifhvE6,1,9/21/2015  5:45 PM,en,0,0,0.6696
voodooban1973,18,6.4600904E+017,The All new RAV4 Hybrid at the Frankfurt motorshow. I just love this HYbid! #HybridRoadTrip @ToyotaGB @toyota_europe http://t.co/vhernLUMy3,,9/21/2015  5:12 PM,en,4,8,0.6696
testerdahl,219,6.4600851E+017,Driving a 2015 @toyota Sienna today and picking my son up from school. My boys love the easy to open… https://t.co/IVVuWPE5O1,,9/21/2015  5:10 PM,en,0,1,0.7964
csscoreboard,832,6.4598868E+017,Toyota: I Have Had My Toyota 4-Runner For 15 Years. I LOVE MY CAR!!!! This Car Has Been With Me for The birth Of My - http://t.co/gzGuzUcReI,,9/21/2015  3:51 PM,en,0,0,0.7964
adit_yudistira,359,6.4597789E+017,FuelCell Vehicle! LOVE IT! 👍 #SilverWeekDay1 @ Toyota Museum @ Nagoya https://t.co/xUPZChNCB2,1,9/21/2015  3:08 PM,en,0,0,0.7592
JS_thatsme,632,6.4596603E+017,@Mark_Whitelegge I would love Button to go to Toyota! But let's hope the performance returns!,1,9/21/2015  2:21 PM,en,0,1,0.8264
j3553pablo,188,6.459406E+017,The best gift I could ever receive: 1995 Toyota Supra with a 2jz twin turbo motor. 😍😍😍 I will love you forever if you get me this.,1,9/21/2015 12:40 PM,en,0,0,0.9062
jinges,333,6.4592498E+017,I Love Capitalism – Dagens bild… #östermalm #toyota #trump #capitalism #dagensbild --&gt,1, http://t.co/gOUeISz6W0,9/21/2015 11:38 AM,en,0,0
TazyeenKhan,1263,6.4592198E+017,@Toyota_India  #JoyOfOwningAToyota. I am in Love with this video! Such a Mesmerizing video it is! :)  https://t.co/HIEWaETomE,1,9/21/2015 11:26 AM,en,0,0,0.8309
nuclear94,1793,6.4580434E+017,@hrana I definitely love it. I saw the Toyota at a recent American Chemical Society meeting. It looked nice.,1,9/21/2015  3:38 AM,en,0,0,0.8658
dj_hexx,98,6.4579947E+017,"Love it when another car enthusiast admires my car, just had a nice 20 min convo with a guy in a 2000 e36 M3 at Shell Toyota Park #respect",1,9/21/2015  3:19 AM,en,0,0,0.9001
cindylou_21,159,6.4578399E+017,I am so in love with the Toyota football commercial! Like yaaaas girls are passionate about football too! 👏🏼🏈,1,9/21/2015  2:17 AM,en,0,1,0.8993
Waytogobrandyo,92,6.4578241E+017,WWE night of champions with my love #wwe #cenasucks @ Toyota Center WWE Night of Champions https://t.co/4e5KYUhOzt,1,9/21/2015  2:11 AM,en,0,0,0.9001
anggakur22,181,6.4578143E+017,Morning love (with Ratna at Astrido Toyota) [pic] — https://t.co/B8vQnQa5hP,1,9/21/2015  2:07 AM,en,0,0,0.6369
nabate99,32,6.4576023E+017,"A Little White Toyota, A Laugh like a Hyena, a Cat with Six Toes, and the Loss of a First Love http://t.co/PTdsIgaUas via @wordpressdotcom",1,9/21/2015 12:43 AM,en,0,0,0.8288
I_Love_JB_1D69,1625,6.4575193E+017,Had an amazing day at @HolidayWorld today!! Rode Thunderbird and it was so fun I wanted to keep riding it! Got some cool Toyota sunglasses!�,1,9/21/2015 12:10 AM,en,0,1,0.9102
MomtoAandK,58,6.4575105E+017,Love my kids!! Great day for FedEx11 and Toyota!! https://t.co/jB0QutWPJj,1,9/21/2015 12:07 AM,en,0,0,0.8877
DrunkBrianF,2858,6.457435E+017,"I also love all the whining about Toyota. If y'all are so damn sure this is how it will be going to Homestead, why keep watching?",1,9/20/2015 11:37 PM,en,3,3,0.3372
stackmack746,36,6.4573893E+017,"@TeamKalitta @NHRA @DHL_Del l love del,to bad he's driving a mother F N toyota.",1,9/20/2015 11:18 PM,en,0,0,0.1779
Medfred35,497,6.4572205E+017,Love seeing the Hamster win!!! #Toyota,1,9/20/2015 10:11 PM,en,0,0,0.8713
classydenyol,14,6.4571737E+017,'The Adam I love hijjabs and want my wages now and drive a Toyota Corolla and touch men starter pack' http://t.co/KKZVgqHB6b,1,9/20/2015  9:53 PM,en,0,0,0.6705
AlexUstasAuto,558,6.457011E+017,I LOVE the looks of the Toyota Camry and from what I've heard Toyota's are VERY reliable,,9/20/2015  8:48 PM,en,0,0,0.7125
SwatyuPenz,1446,6.4569757E+017,Mthatha okes love driving Toyota Conquests at the speed of light.,1,9/20/2015  8:34 PM,en,0,0,0.6369
ash__bruh,72,6.4569234E+017,I love grandpa's Toyota http://t.co/eGAJILuNLZ,,9/20/2015  8:13 PM,en,0,0,0.6369
ThePodiumFinish,2032,6.4568866E+017,"#NASCAR must love what they're seeing after 68 laps. @KyleBusch leads in a Toyota, @KevinHarvick P2 in a Chevy &amp; @joeylogano P3 in a For",1,9/20/2015  7:59 PM,en,0,0,0.6369
annhalley1,1,6.456773E+017,Love all the Toyota drivers in the Chase. So exciting!,1,9/20/2015  7:13 PM,en,0,0,0.8395
Grifferin,631,6.4565384E+017,No hapana. It's like saying you hate Rolls Royce but love Toyota  https://t.co/Wyd1PgWJrJ,1,9/20/2015  5:40 PM,en,0,1,0.6808
SirCuttsman,106,6.4565299E+017,Toyota taught me that Asians love ice cream and will kill anyone for it,1,9/20/2015  5:37 PM,en,0,0,-0.128
abecalder,77,6.4563291E+017,#cf97 is Love @ Toyota Park - Chicago Fire Soccer Club https://t.co/LdelqecMQY,1,9/20/2015  4:17 PM,en,1,3,0.4215
mark_davis45,312,6.4562002E+017,When Nathan is in love with his new car and he just sends pictures to me... #Toyota #Prius http://t.co/lKzqFemz27,1,9/20/2015  3:26 PM,en,1,4,0.6369
j_mancia,69,6.4558994E+017,The moment I fell in love with the toyota supra http://t.co/D62onAbQb6,1,9/20/2015  1:26 PM,en,0,0,0.6369
CNHolefield,56,6.4558846E+017,"@NinjaEconomics I love Japan. And to think, this new dating service and Honda &amp; Toyota wouldn't have been possible without the Atom Bomb",1,9/20/2015  1:20 PM,en,0,0,0.78
SaadNaeem31,2,6.4556934E+017,@BlackPanthaaYT Would you love to see some models of Toyota Cressida in Need For Speed? https://t.co/JTsrmLwlDE,1,9/20/2015 12:05 PM,en,0,0,0.6369
PinkyHeart6,37,6.4556756E+017,"I love the Retro design of the Toyota Crown Sedan, too bad it's only available in Japan. http://t.co/QV9oe9hhYV",,9/20/2015 11:57 AM,en,0,0,0.1779
MashR008,450,6.4552817E+017,I still love Toyota Legend 40 albeit the beating from Japan!,1,9/20/2015  9:21 AM,en,0,0,0.3595
POPE_TNWB0TH,15933,6.454513E+017,Love your smile 😃 cr.onpic #Toyota http://t.co/qtEmxijH4m,1,9/20/2015  4:15 AM,en,15,13,0.7717
bluejay198,146,6.4542915E+017,I love my Toyota Corolla. It's a pretty great reliable car. I can get in so many miles before filling up.,,9/20/2015  2:47 AM,en,0,1,0.91
CraigFleece,32,6.4542831E+017,I love driving my mother's '96 #toyota #4runner ... it's my favorite! #beast #letsgoplaces #roadtrip… https://t.co/wJBZm0pnlg,,9/20/2015  2:44 AM,en,0,0,0.8172
ronie__,254,6.4542683E+017,I think im gonna have to beg my cousin to change the Toyota to the 5 series ... Falling in love with it everyday what's an Acura?,1,9/20/2015  2:38 AM,en,0,1,0.5574
GreaterImpact_,205,6.4541202E+017,My Toyota my roadrunner! I love them girls dearly. Like my kids ❤️ all three of my kids 💯,1,9/20/2015  1:39 AM,en,0,0,0.8687
tct_magazine,1497,6.454013E+017,So. #wouldyoudriveit? Soooo much 2016 Tacoma love coming soon!! #tacomatime #Thetoyotamag #toyota #4x4 #4wd... http://t.co/eiF8OmLU7h,1,9/20/2015 12:57 AM,en,0,0,0.6988
PaulRizzo504,12,6.4538892E+017,@Toyota  Got a Prius finally!!! Love it!!!!! So happy!! http://t.co/tjJuO8HFz8,,9/20/2015 12:08 AM,en,0,2,0.885
andweaaa17,509,6.4538663E+017,JUNIORS LOVE TOYOTA,1,9/19/2015 11:58 PM,en,2,19,0.6369
SimonCotter62,133,6.4538424E+017,I do love the Toyota 6000 as well http://t.co/jE1hIXljBa,1,9/19/2015 11:49 PM,en,0,0,0.743
aeybie,297,6.4536146E+017,Dad wants the new toyota Yaris. Mom wants it too. But i love hyundai i20 cross sport. Huhu,1,9/19/2015 10:18 PM,en,0,1,0.6369
Chelsss_97,584,6.4535308E+017,"I wish I could work at Toyota the rest of my life, and be a nurse bc I love the people here so much",,9/19/2015  9:45 PM,en,0,0,0.7845
MotoManTV,1632,6.4535009E+017,"When these came out, I thought I had seen #jesus . . . Still LOVE these . . . #toyota #supra at #jccs… https://t.co/vRNJYBbOBS",1,9/19/2015  9:33 PM,en,0,0,0.7125
HussainAMajeed_,167,6.4534853E+017,I love A 2J engine swap Low Boost Toyota Supra❤️,1,9/19/2015  9:27 PM,en,0,1,0.7003
twieterazzi,1071,6.453329E+017,Radio702 @702JohnRobbie you can't fault Japanese durability. Just think about how boere love their toyota bakkies.,1,9/19/2015  8:25 PM,en,0,0,0.7549
shrave,513,6.4532832E+017,I love #hybridvehicle only parking spots. It's like I have #PriusPriviledge. @Toyota #Prius FTW.,1,9/19/2015  8:07 PM,en,0,1,0.8868
GinoHammer7,107,6.4532335E+017,"Denis Leary Ford commercials: ""Drive a Toyota? Well your mom is a fat bitch and your father doesn't love you. Buy a Ford F-150, asshole.""",1,9/19/2015  7:47 PM,en,0,0,-0.7243
jvr_xo,2225,6.4529489E+017,I've never been in love with a Toyota in my life ... This Toyota Camry 2016 is a beauty 😍 &amp,, white http://t.co/6D5z3tkPtB,9/19/2015  5:54 PM,en,0,2
huskybill2611,397,6.4529245E+017,"@almurray That's it , I'm off to buy a Toyota!! Love it!!! #RWC2015 #japanrugby",,9/19/2015  5:44 PM,en,0,0,0.7482
JRW_SocialMedia,1569,6.4526996E+017,"I love that my 2003 Toyota Corolla with 217,000+ miles on it still gets 30+ MPG in mixed driving.",,9/19/2015  4:15 PM,en,0,0,0.6369
priscilla_yao,55,6.4526477E+017,Love when Longo Toyota gives you free coffee and donuts. #longotoyota,,9/19/2015  3:54 PM,en,0,0,0.8176
Couchh00,165,6.4525494E+017,Almost everybody in this neighborhood has a Toyota Tacoma 😂 love pointing them out,1,9/19/2015  3:15 PM,en,0,0,0.6369
AmandaS1630,74,6.4524814E+017,Gateway Toyota seriously gave me the best deal on my car!!! I'm so happy everything worked out. I love JAWS! 😍🚘,,9/19/2015  2:48 PM,en,0,0,0.9394
grahamalive,834,6.4524713E+017,@IRPaulP I love Toyota. Always downshift whenever I go past a hybrid model to thank them for balancing the environmental impact of my V8. �,,9/19/2015  2:44 PM,en,0,0,0.7717
ali_schreiber,36,6.4524015E+017,Who doesn't love the Bills AND Llyod's?! Come visit me today at Northtown Toyota and get $250 in platinum plus points http://t.co/UwqZm2la3N,1,9/19/2015  2:16 PM,en,0,1,-0.5661
romeovoid1,25,6.4523571E+017,@yokochin0907 Is it in Tokyo? I love Toyota cars!,1,9/19/2015  1:59 PM,en,0,0,0.6696
cathereford,61,6.4521149E+017,@jimbolte love@toyota!  Thank you so much for your incredible support!,1,9/19/2015 12:23 PM,en,0,1,0.6988
LequitaaWard,144,6.4519843E+017,@Toyota Love the Blue!! :),,9/19/2015 11:31 AM,en,0,1,0.8309
GalieDapula,446,6.4518804E+017,Toyota Hilux..Legend45 such a smooth ride...etsamaya monate i love it,1,9/19/2015 10:49 AM,en,0,0,0.6369
LolomaJewellers,876,6.4518633E+017,So much love for our North Queensland Toyota Cowboys everywhere today!!   GO Cowboys!! http://t.co/YzsKnwIpiM,1,9/19/2015 10:43 AM,en,0,0,0.7681
deitylady,201,6.451571E+017,We love His Call Church #toyota #jesuslovesyouandme https://t.co/qN5eG44v5C,1,9/19/2015  8:46 AM,en,0,0,0.6369
artist_musician,553,6.4512299E+017,"A dude at the Toyota lounge told me going to Cali wasn't traveling. I will not be buying a car from you, sir, I love Cali. @FeverishPanther",1,9/19/2015  6:31 AM,en,0,0,0.6369
lizethmortiz,1574,6.4510892E+017,@ArianaGrande i love you so so much!!  you were so great today in the toyota center especially when i met you😍😍😘😚😚😢i love,1,9/19/2015  5:35 AM,en,0,1,0.9453
elvaulthunter,54,6.4510766E+017,@thecloudspretty I have a toyota and love it! 2012 corolla and it's awesome. I highly recommend anything toyota or german if you can afford,,9/19/2015  5:30 AM,en,0,2,0.9078
tinyxx51,112,6.4510512E+017,Even my goats love my 4runner😍😍😍 so in love with my car #toyota #4x4 #4runner http://t.co/mONgtKjOmE,,9/19/2015  5:20 AM,en,0,0,0.8555
itscarolineb_,2555,6.4508869E+017,I got to see my love tonight. Best concert ever. Love you Ari💕🌙 @ Houston Toyota Center https://t.co/XnpmaDEQo9,1,9/19/2015  4:15 AM,en,0,1,0.9274
PaigeWilliams_7,452,6.4507427E+017,couldn't love u any harder 💟 @ Houston Toyota Center https://t.co/mm7ywA7WKZ,1,9/19/2015  3:17 AM,en,0,0,-0.5216
AutosandMore,604,6.4506525E+017,07 @Toyota #Tundra Limited 4x4 TRD Off Road 4dr Love the Lift #toyota #tundranation #tundraoffroad #truck #forsale http://t.co/X0LfAKMBQI,,9/19/2015  2:41 AM,en,0,0,0.5106
BriLoveLife,47519,6.4506511E+017,"Stuck in my head, but it's all love 💜 @ Houston Toyota Center https://t.co/Kmm6t4zxsB",1,9/19/2015  2:41 AM,en,62,159,0.743
DreHiDeF,1377,6.4506067E+017,My love  1985 Toyota Sprinter Trueno GT Apex,,9/19/2015  2:23 AM,en,0,0,0.7925
happydawgblawg,7046,6.4505492E+017,Barks of Love Animal Rescue shared Tustin Toyota's photo. http://t.co/Hhv1TabN57 #animalrescue,1,9/19/2015  2:00 AM,en,0,0,0.872
prettybumnigga,326,6.4504439E+017,They love Toyota Tundras in Texas,1,9/19/2015  1:19 AM,en,0,0,0.6369
scientistkev,249,6.4503716E+017,We love Toyota Priuses #ObservationsOfWhitesByWhites,,9/19/2015 12:50 AM,en,0,0,0.6369
ooyuzautos,3049,6.4502152E+017,"New 2016 Toyota Prius: Love It Or Loathe It, But You Can't Ignore It.. Related Articles: http://t.co/rQ7zygsFK0",1,9/18/2015 11:48 PM,en,0,0,0.4784
abattis18,32777,6.4501529E+017,"😎thank you ""Toyota"" for a free new car 2016 until next spring got a love the recalls... Part will  not be in... http://t.co/ApHyO4CBkB",1,9/18/2015 11:23 PM,en,1,2,0.8176
tamsjunque,50,6.4499459E+017,I love My Toyota  One Million Dollar Bill by TamsJunqueNovelties http://t.co/wmWUZvKWeY via @Etsy,1,9/18/2015 10:01 PM,en,0,0,0.6369
AirportHaircuts,94,6.4499148E+017,@Nobody1300 I love how Toyota used the same A/C switchgear in the Xb from 2008 as the 2013-2015 RAV4.,1,9/18/2015  9:48 PM,en,0,1,0.6369
LanceTheDriver1,5669,6.449913E+017,It's official: I love #Texas. My journey to the birthplace of the @Toyota Tundra continues. http://t.co/FOKZ3PC15i,1,9/18/2015  9:48 PM,en,4,45,0.6369
SimmonePark,98,6.4498948E+017,.@Toyota LOVE to have your support for the epic@wonderwomentech conference in 2016 honoring #womeninSTEAM #wearepioneers #joinus #diversity,1,9/18/2015  9:40 PM,en,1,0,0.8986
JessicaPittser,391,6.4498897E+017,Love being back at Toyota 🚗🔧📑 #partsdepartment #girlswhoworkwithcars… https://t.co/97QdrCWzKz,,9/18/2015  9:38 PM,en,0,0,0.6369
RCash_Back,1,6.4496816E+017,What do you think of the new #Prius design? Love it or hate it? http://t.co/BmWgWwQPPw,1,9/18/2015  8:16 PM,en,0,0,0.2168
Jeanelyn,265,6.4496361E+017,The Blue Beast 2 jaar. Love ny #toyota http://t.co/pGs707uI8Y,1,9/18/2015  7:58 PM,en,0,0,0.6369
JessBenson_,259,6.4496225E+017,Going to have my first love reading at 4:30 in a Toyota Camry sorry but it's sold out📚,1,9/18/2015  7:52 PM,en,0,0,0.3506
victormacias,17536,6.4495372E+017,@Toyota It's going great. The center console system is great. Love playing with all the apps. Really digging the amount of space inside!,,9/18/2015  7:18 PM,en,0,1,0.9381
Nerysxxxxxxx,654,6.449335E+017,@toyota_europe @voodooban1973 @ToyotaGB I love my Toyota Aygo watch! http://t.co/DlbtjHPJX4,,9/18/2015  5:58 PM,en,0,3,0.6696
aomkatycats25,18,6.4492071E+017,I love you @katyperry Goodnight kiss Toyota Yaris #Roar http://t.co/wHoHbaJ010,1,9/18/2015  5:07 PM,en,0,0,0.7906
PDetail,1211,6.4491925E+017,Spies Hecker tops Toyota competition. We love artists like these http://t.co/7T31sGScBq,1,9/18/2015  5:01 PM,en,0,0,0.875
Ens_Auto,1664,6.4491072E+017,"We are in LOVE with the Scion iM! If you haven't seen it yet, you must stop by!! #yxe #scion #toyota #newcar http://t.co/YDhqkGB4LU",1,9/18/2015  4:27 PM,en,1,0,0.6817
CarverToyScion,109,6.4490169E+017,We're in love with our newest #CaroftheWeek! It's a 2015 @Toyota #Highlander! Take a look- http://t.co/QdbpUQtvdq http://t.co/JWQcZkFTiR,1,9/18/2015  3:52 PM,en,0,0,0.6988
Love_Bird47,72,6.4489406E+017,Final decision on Toyota/BMW sports car expected by end of year: Toyota and BMW will decide whether to proceed... http://t.co/LQWkIDLw4t,1,9/18/2015  3:21 PM,en,0,0,0
iam_mitchphelps,232,6.4488632E+017,"@Toyota, why cant we get the Global Land Cruiser here in the United States? I love the land cruiser but I would rather not spend $80K on it.",1,9/18/2015  2:50 PM,en,0,0,0.5423
FiftyBuckss,2451,6.4488551E+017,"@FakeGhostPirate Right! Would love to see a Porsche/VW factory team. Is that a rumour or just a wish? :P Would love to see Toyota, too!",1,9/18/2015  2:47 PM,en,0,1,0.9415
5loodevil,417,6.4488332E+017,"@BenWalke @NeedforSpeed Fall in love with R34 😍, but where is my lovely Toyota Supra 😭💔",1,9/18/2015  2:38 PM,en,0,1,0.8316
emilythompson24,274,6.4486918E+017,A year ago today I bought my @Toyota  Camry! I'm still in love with it. ❤️,,9/18/2015  1:42 PM,en,0,1,0.6696
SUEResearch,517,6.4486124E+017,"As cities fall out of love with cars, Toyota redefines its role as 'mobility provider' http://t.co/kAVqLE6EKt",1,9/18/2015  1:11 PM,en,1,0,0.6369
